date,portfolio_value,top_k_stocks,turnover,transaction_cost,predicted_mean
2024-07-01,993060.9400000001,"['JYOTHYLAB', 'WOCKPHARMA', 'KAJARIACER', 'VTL', 'UNOMINDA', 'CASTROLIND', 'BSOFT', 'REDINGTON', 'CRISIL', 'TCS', 'LTIM', 'BAJAJHLDNG', 'JBMA', 'TECHM', 'EMAMILTD', 'MPHASIS', 'SONATSOFTW', 'ALOKINDS', 'PATANJALI', 'AMBUJACEM']",1.0,0.00693906,0.04741787165403366
2024-07-08,1004290.1584580708,"['JYOTHYLAB', 'MARICO', 'DABUR', 'OLECTRA', '3MINDIA', 'RCF', 'JINDALSAW', 'ONGC', 'JBMA', 'GMRAIRPORT', 'GAIL', 'GILLETTE', 'BATAINDIA', 'PGHH', 'FACT', 'ITC', 'IFCI', 'GMDCLTD', 'EIDPARRY', 'GODREJCP']",1.8000000000000003,0.012490308000000002,0.030055146664381027
2024-07-15,972666.7582915826,"['KSB', 'IOB', 'VTL', 'APOLLOTYRE', 'MAHABANK', 'CASTROLIND', 'UCOBANK', 'CRISIL', 'IDBI', 'ONGC', 'GODFRYPHLP', 'GAIL', 'GILLETTE', 'YESBANK', 'NLCINDIA', 'J&KBANK', 'IFCI', 'JKTYRE', 'BAJAJ-AUTO', 'CANBK']",1.6,0.011102496000000002,0.058923132717609406
2024-07-23,1114158.2863137117,"['NCC', 'DABUR', 'ASAHIINDIA', 'IPCALAB', 'BRITANNIA', 'TATACONSUM', 'PFIZER', 'ASTRAZEN', 'RAMCOCEM', 'AJANTPHARM', 'TITAN', 'BATAINDIA', 'SUNDARMFIN', 'PGHH', 'GLAXO', 'ITC', 'PAGEIND', 'COLPAL', 'TORNTPHARM', 'GODREJCP']",2.0,0.01387812,0.05218519642949104
2024-07-30,1114337.5965631956,"['UPL', 'KAJARIACER', 'GRANULES', 'HINDPETRO', 'JKCEMENT', 'SUZLON', 'NAVINFLUOR', 'AARTIIND', 'APARINDS', 'TRIDENT', 'HFCL', 'GSPL', 'HEG', 'CHAMBLFERT', 'NLCINDIA', 'PCBL', 'MOTILALOFS', 'NTPC', 'MAHSEAMLES', 'ALKYLAMINE']",2.0,0.01387812,0.051119785755872726
2024-08-06,1109357.7020640608,"['JYOTHYLAB', 'VTL', 'GRAPHITE', 'ASAHIINDIA', 'HINDUNILVR', 'LTIM', 'NATCOPHARM', 'BRITANNIA', 'PFIZER', 'BOSCHLTD', 'GESHIP', 'EMAMILTD', 'HSCL', 'GRASIM', 'ECLERX', 'WELSPUNLIV', 'KPRMILL', 'NAVA', 'TORNTPHARM', 'PATANJALI']",2.0,0.01387812,0.042376674711704254
2024-08-13,1146843.580645618,"['AUROPHARMA', 'DRREDDY', 'MARICO', 'OLECTRA', 'TVSMOTOR', 'SCHAEFFLER', 'FORTIS', 'JBMA', 'BERGEPAINT', 'GESHIP', 'PRAJIND', 'CCL', 'EMAMILTD', 'HEG', 'APOLLOHOSP', 'AJANTPHARM', 'TITAN', 'COLPAL', 'TRIVENI', 'BLUESTARCO']",1.8000000000000003,0.012490308000000002,0.014614450745284557
2024-08-21,1198816.6027891003,"['CASTROLIND', 'DEEPAKFERT', 'KARURVYSYA', 'SCHAEFFLER', 'ABREL', 'HFCL', 'DIVISLAB', 'EIHOTEL', 'CHAMBLFERT', 'AJANTPHARM', 'WELSPUNLIV', 'GILLETTE', 'PCBL', 'CESC', 'GLAXO', 'ALOKINDS', 'MAHSEAMLES', 'JKTYRE', 'TIMKEN', 'PATANJALI']",1.8,0.012490308,0.061688877642154694
2024-08-28,1175638.0789402812,"['INFY', 'WIPRO', 'COFORGE', 'GRANULES', 'BSOFT', 'EICHERMOT', 'NAUKRI', 'LTIM', 'BHARTIARTL', 'SUZLON', 'TRENT', 'INDIANB', 'MAHSCOOTER', 'DIVISLAB', 'AJANTPHARM', 'WELSPUNLIV', 'ENGINERSIN', 'INDUSINDBK', 'BAJAJ-AUTO', 'TORNTPHARM']",1.7000000000000002,0.011796402000000003,0.0365922674536705
2024-09-04,1153682.4062479741,"['LUPIN', 'KAJARIACER', 'CHOLAHLDNG', 'SOLARINDS', 'JMFINANCIL', 'DEEPAKFERT', 'ASAHIINDIA', 'PIDILITIND', 'BAJAJHLDNG', 'RPOWER', 'NATCOPHARM', 'ASIANPAINT', 'BERGEPAINT', 'CCL', 'CERA', 'AKZOINDIA', 'WELSPUNLIV', 'BIOCON', 'BEML', 'RKFORGE']",1.9000000000000001,0.013184214000000001,0.0506533682346344
2024-09-11,1144530.3297393618,"['KSB', 'OLECTRA', 'NAUKRI', 'SUZLON', 'NATCOPHARM', 'HAVELLS', 'BRITANNIA', 'FORTIS', 'APARINDS', 'CGPOWER', 'ABREL', 'CANFINHOME', 'ABB', 'BAJFINANCE', 'HONAUT', 'YESBANK', 'PAGEIND', 'BAJAJ-AUTO', 'CYIENT', 'JINDALSTEL']",1.9,0.013184214,0.03711007535457611
2024-09-18,1122594.1361538188,"['MOTHERSON', 'GRAPHITE', 'SHRIRAMFIN', 'DEEPAKFERT', 'PNB', 'BAJAJHLDNG', 'IIFL', 'ICICIBANK', 'MAHSCOOTER', 'HSCL', 'BAJFINANCE', 'TORNTPOWER', 'HEG', 'KEC', 'PCBL', 'J&KBANK', 'BAJAJFINSV', 'FACT', 'ALKYLAMINE', 'RKFORGE']",1.9000000000000001,0.013184214000000001,0.05776001885533333
