Date,Open,High,Low,Close,Volume,Adj_Close
2015-01-01,48.117740631103516,48.31137412586031,46.42345401517206,47.052758256566996,298318,47.052758256566996
2015-01-02,50.78019332885742,52.861743335383785,47.92410930820302,48.40819122040709,1084276,48.40819122040709
2015-01-05,50.34452438354492,52.28085224445049,49.47317536883649,51.16746224712887,310536,51.16746224712887
2015-01-06,49.47316360473633,52.08720633402261,48.40818501177778,48.74704082955966,458559,48.74704082955966
2015-01-07,49.279541015625,50.73178677805106,47.9241101600599,50.73178677805106,306569,50.73178677805106
2015-01-08,53.97513198852539,54.89488833953628,49.763620925017406,50.05406932711247,934485,50.05406932711247
2015-01-09,52.280845642089844,54.50762166226923,51.55472278594971,54.3623993069923,355376,54.3623993069923
2015-01-12,52.42606735229492,53.87831294440002,50.973821760189814,52.57128969555451,222703,52.57128969555451
2015-01-13,52.08720397949219,53.2490011059077,51.50630726291006,53.2490011059077,223751,53.2490011059077
2015-01-14,51.31268310546875,52.571295348650615,51.02223469446554,52.280846937647404,164132,52.280846937647404
2015-01-15,52.4744758605957,53.73308799387396,51.36108607351209,52.28084237241791,206463,52.28084237241791
2015-01-16,52.1356201171875,53.68468444179565,51.796764258219525,52.76492807613017,163012,52.76492807613017
2015-01-19,55.18533706665039,55.9598673745495,52.81333499794225,53.249009450276695,718079,53.249009450276695
2015-01-20,55.08852005004883,56.78280664938642,54.99170145699281,55.57260193557385,345904,55.57260193557385
2015-01-21,54.556026458740234,55.76623116007211,53.34582175740836,55.088519481927584,181956,55.088519481927584
2015-01-22,54.26558303833008,55.572606451407474,54.16876813065856,55.572606451407474,117361,55.572606451407474
2015-01-23,53.05537414550781,55.57260217713058,52.474477357653484,54.26557886458077,201011,54.26557886458077
2015-01-27,51.79676055908203,54.02353644259786,50.58655587312217,54.02353644259786,161018,54.02353644259786
2015-01-28,50.392921447753906,52.280841461399184,49.812024686594526,52.280841461399184,226331,52.280841461399184
2015-01-29,55.42737579345703,56.831213997618505,49.76361922024725,50.199289961839014,1014135,50.199289961839014
2015-01-30,55.57259750366211,57.3636988599638,53.68467756202568,55.08851565674259,546061,55.08851565674259
2015-02-02,58.331871032714844,59.25162741420472,55.57260558149716,55.621013034575164,659138,55.621013034575164
2015-02-03,57.557334899902344,59.735703308023744,57.12166047962776,58.57390608504202,328792,58.57390608504202
2015-02-04,57.94459915161133,59.396844781408625,57.654150764302194,57.89619170260175,274013,57.89619170260175
2015-02-05,56.8796272277832,58.28346557460869,55.57260748367965,58.28346557460869,196085,58.28346557460869
2015-02-06,55.71782302856445,57.847784015483626,54.701251830541004,57.121661203573794,173061,57.121661203573794
2015-02-09,55.66941452026367,56.92802663163672,54.31398381986099,56.105088937768215,155907,56.105088937768215
2015-02-10,56.34713363647461,57.944601683090724,53.73309064998705,56.105092687600795,316810,56.105092687600795
2015-02-11,55.814640045166016,58.864353553218166,52.764922843862365,58.42867913971029,953956,58.42867913971029
2015-02-12,55.524192810058594,57.6057464707564,54.4108066488438,56.6375826645252,306103,56.6375826645252
2015-02-13,55.08852005004883,56.34713221376356,54.2171711788031,55.669416835378186,172107,55.669416835378186
2015-02-16,55.08852005004883,55.71782428528035,53.781496743180234,55.08852005004883,138674,55.08852005004883
2015-02-18,54.70124816894531,55.62100440778139,54.41079980227375,54.60443327780525,146026,54.60443327780525
2015-02-19,54.26558303833008,55.42738039664821,53.733093659632765,55.330565488976696,98713,55.330565488976696
2015-02-20,55.42737579345703,56.92802889724963,54.2171710818095,54.2171710818095,345822,54.2171710818095
2015-02-23,54.50762176513672,56.63758288581784,54.217173360782894,56.44394938516468,139473,56.44394938516468
2015-02-24,54.26558303833008,55.37897294281245,53.63627875196125,54.70125750935588,126057,54.70125750935588
2015-02-25,54.50762176513672,55.18533717079687,54.217173360782894,54.36239940958573,94199,54.36239940958573
2015-02-26,54.50762176513672,55.13692971894654,53.7330914557759,53.7330914557759,95223,53.7330914557759
2015-02-27,54.798065185546875,55.185332151630845,54.21716842967241,54.55602425505726,82826,54.55602425505726
2015-03-02,58.38027572631836,59.30003206433389,54.313987074685116,54.89488756391944,606199,54.89488756391944
2015-03-03,66.02877807617188,67.7230649794542,58.86436710110091,59.05800062869793,1954313,59.05800062869793
2015-03-04,63.85039520263672,69.70778873875865,63.269498440447684,66.31921567506899,1252883,66.31921567506899
2015-03-05,64.18926239013672,65.54468579028153,63.02746140736517,63.70518049394113,424910,63.70518049394113
2015-03-09,61.57521057128906,63.850393815909634,60.510231965988254,63.850393815909634,451821,63.850393815909634
2015-03-10,63.07586669921875,64.67333828574672,61.091128154365386,61.96247696397181,282805,61.96247696397181
2015-03-11,62.833831787109375,63.94722162891363,61.76884939641579,63.22109878249828,155508,63.22109878249828
2015-03-12,64.91537475585938,65.73831236925345,62.107698733836315,62.9306363472304,467446,62.9306363472304
2015-03-13,63.31792068481445,66.65808319299438,62.30134563284436,65.59310437781414,338536,65.59310437781414
2015-03-16,61.720436096191406,64.86696813246783,61.18794679793337,62.01088816183345,206383,62.01088816183345
2015-03-17,61.57521057128906,62.93064124462778,60.99431382171616,62.30133335488092,184820,62.30133335488092
2015-03-18,61.04273223876953,61.76885515285462,60.26820186906252,61.47840672587101,149615,61.47840672587101
2015-03-19,59.977745056152344,62.78541771543553,59.5904780788194,61.67203161879364,124184,61.67203161879364
2015-03-20,59.10639572143555,60.7038673733331,58.719132440514514,60.02615201515681,114107,60.02615201515681
2015-03-23,56.92802810668945,60.026152864133785,55.911456901673,59.20321514894228,187279,59.20321514894228
2015-03-24,56.782814025878906,57.79938537889099,55.76623897961464,57.79938537889099,109672,57.79938537889099
2015-03-25,55.621009826660156,57.315296439436786,55.33056143169165,57.2184778456128,189158,57.2184778456128
2015-03-26,54.70124816894531,55.95986022002299,54.31398121788233,55.23373745671841,95705,55.23373745671841
2015-03-27,55.814640045166016,60.99431448006108,53.87831260135455,60.99431448006108,518227,60.99431448006108
2015-03-30,58.767539978027344,59.44525533723061,56.201904580061985,56.928027387797286,203231,56.928027387797286
2015-03-31,60.26819610595703,61.865667841487934,58.57390946844017,60.02615515774034,267235,60.02615515774034
2015-04-01,62.44656753540039,63.26950532019404,59.63889092860099,60.99432177876317,333388,60.99432177876317
2015-04-06,62.882232666015625,63.221095888031385,62.05929495505569,62.05929495505569,168635,62.05929495505569
2015-04-07,74.83906555175781,75.4199623611103,61.672035505000416,63.12427752838162,6069709,63.12427752838162
2015-04-08,78.85694122314453,81.51939176321576,74.06453320561786,75.51677895474762,3321981,75.51677895474762
2015-04-09,76.92060852050781,81.03530454025878,75.95244475115464,78.61489511687586,1233264,78.61489511687586
2015-04-10,75.95244598388672,78.76012243788105,75.32314543279611,76.48493902027484,702852,76.48493902027484
2015-04-13,80.84168243408203,82.00347611326362,74.79065829979444,75.71041101360453,1436405,75.71041101360453
2015-04-15,81.51937866210938,86.16656726706924,78.42125784980459,80.59962612341026,1883687,80.59962612341026
2015-04-16,80.59962463378906,82.29391103750234,78.32444151181744,81.51937715548955,573036,81.51937715548955
2015-04-17,79.0989761352539,82.10028969658079,77.74355278220688,79.63146915716759,691475,79.63146915716759
2015-04-20,73.33839416503906,80.16395063599012,72.56386031496582,80.01872461578861,682264,80.01872461578861
