Date,Open,High,Low,Close,Volume,Adj_Close
2015-01-01,259.6556091308594,260.82501833888887,248.56963267876327,250.6277757548775,3402919,250.6277757548775
2015-01-02,250.20680236816406,261.94765924652336,249.50515685232517,261.94765924652336,4469469,261.94765924652336
2015-01-05,253.43441772460938,254.32318035268176,247.91481066878333,250.53427649357107,2662119,250.53427649357107
2015-01-06,250.76808166503906,257.8313299190702,247.11953090038799,251.18908037058736,4281631,251.18908037058736
2015-01-07,260.3572082519531,261.76049905147863,251.84393357485135,252.49878548461527,5465436,252.49878548461527
2015-01-08,277.1032409667969,278.6936204952164,263.81873981159055,263.81873981159055,6558340,263.81873981159055
2015-01-09,277.3838806152344,280.7517850443463,272.2384797943784,278.7871717481951,4546016,278.7871717481951
2015-01-12,280.1904602050781,285.33586097679074,271.8174784383698,274.9047360314159,2950576,274.9047360314159
2015-01-13,289.0311584472656,292.3522688008326,281.59370530896194,282.71634944116767,4856296,282.71634944116767
2015-01-14,288.0489196777344,293.28787953574823,286.36498155017443,289.0780056668141,3127154,289.0780056668141
2015-01-15,295.6734313964844,297.02995758341325,283.65192681935395,291.88455674338564,4089886,291.88455674338564
2015-01-16,299.50909423828125,300.63173854893216,293.00719587668453,295.67342615192655,2772948,295.67342615192655
2015-01-19,288.9376525878906,301.4737144451942,288.0021251574944,300.5849519663052,3061675,300.5849519663052
2015-01-20,289.0311584472656,293.2877960609953,285.89713641571547,289.8263337783829,2235687,289.8263337783829
2015-01-21,281.2662658691406,291.697389140035,278.9742412051471,290.0134514868958,2976914,290.0134514868958
2015-01-22,281.2195129394531,285.33582736188134,277.89837388440486,282.5292454534038,3300030,282.5292454534038
2015-01-23,286.69232177734375,289.4521098865333,280.6581599190739,283.885740178153,2822168,283.885740178153
2015-01-27,288.51666259765625,294.36370921543477,287.20692986528036,287.20692986528036,2597322,287.20692986528036
2015-01-28,291.8845520019531,296.09442534813513,288.32955926296734,288.7037645170662,2605964,288.7037645170662
2015-01-29,290.1070556640625,293.2878431492959,289.45217505679494,291.884552033749,1590269,291.884552033749
2015-01-30,288.3295593261719,294.4104874942122,286.45850450523636,291.884552065937,2215039,291.884552065937
2015-02-02,266.8592224121094,288.51667857358495,264.3800802189011,288.18923823485164,4440110,288.18923823485164
2015-02-03,266.8592224121094,279.6291672224367,262.3219082754638,267.0931042897712,7571501,267.0931042897712
2015-02-04,275.4192810058594,278.4597452783681,266.25112323492306,269.244794003989,3918011,269.244794003989
2015-02-05,274.5772705078125,284.2599840534429,271.63036513741065,276.8225303828792,2726129,276.8225303828792
2015-02-06,275.37451171875,277.48484086890926,267.4959552827896,276.03104139156363,2151139,276.03104139156363
2015-02-09,275.79656982421875,279.032419414598,268.9028505960427,271.62282475813885,2036620,271.62282475813885
2015-02-10,277.06280517578125,278.8917688297088,269.32493046376896,274.76490804127064,1880898,274.76490804127064
2015-02-11,282.408935546875,285.1289095515152,275.280707083453,278.516556486513,1926071,278.516556486513
2015-02-12,285.9261169433594,287.0047237425952,282.4089021916119,285.78543407792284,1536518,285.78543407792284
2015-02-13,288.7399597167969,291.6475303508866,283.8158578540103,285.5979080416221,1833969,285.5979080416221
2015-02-16,283.6751403808594,291.0847346514628,282.5027353183218,289.91232958892516,1963435,289.91232958892516
2015-02-18,283.01861572265625,286.0668692474239,281.14276739972235,285.1289450859569,1414691,285.1289450859569
